Date,Adj Close,change_categorical,daily_change_pred,Volume,daily_change,neg_sentiment,neu_sentiment,pos_sentiment,compound_sentiment,tweets_count
2015-12-11,43.40399932861328,Increase,0.7188284017240809,16343500.0,-4.425952506709785,0.0,1.0,0.0,0.0,1.0
2015-12-14,43.715999603271484,Increase,1.1483184781839517,14135500.0,0.7188284017240809,0.0,1.0,0.0,0.0,0.0
2015-12-15,44.21799850463867,Increase,6.069930827660275,11222000.0,1.1483184781839517,0.0,1.0,0.0,0.0,0.0
2015-12-16,46.902000427246094,Decrease,-0.47758948743553686,25521500.0,6.069930827660275,0.0,1.0,0.0,0.0,0.0
2015-12-17,46.678001403808594,Decrease,-1.255414396996235,16493000.0,-0.47758948743553686,0.0,1.0,0.0,0.0,1.0
2015-12-18,46.09199905395508,Increase,0.9112253585506824,15071000.0,-1.255414396996235,0.067,0.899,0.034,-0.5824,11.0
2015-12-21,46.512001037597656,Decrease,-1.1222896187779718,9766000.0,0.9112253585506824,0.0,1.0,0.0,0.0,1.0
2015-12-22,45.9900016784668,Decrease,-0.10872591853203772,9807500.0,-1.1222896187779718,0.0,0.876,0.124,0.7767,8.0
2015-12-23,45.939998626708984,Increase,0.37875444401034297,7775000.0,-0.10872591853203772,0.0,0.876,0.124,0.7767,0.0
2015-12-24,46.11399841308594,Decrease,-0.7026011812210409,3540000.0,0.37875444401034297,0.0,0.876,0.124,0.7767,0.0
2015-12-28,45.790000915527344,Increase,3.5990364203194902,9506500.0,-0.7026011812210409,0.0,0.876,0.124,0.7767,0.0
2015-12-29,47.4379997253418,Increase,0.3794432864327124,12031500.0,3.5990364203194902,0.0,0.876,0.124,0.7767,0.0
2015-12-30,47.61800003051758,Increase,0.806415369405511,18489500.0,0.3794432864327124,0.0,0.876,0.124,0.7767,0.0
2015-12-31,48.00199890136719,Decrease,-6.916378006770174,13575000.0,0.806415369405511,0.0,0.876,0.124,0.7767,0.0
2016-01-04,44.68199920654297,Increase,0.008955770786234218,34135500.0,-6.916378006770174,0.0,0.876,0.124,0.7767,0.0
2016-01-05,44.68600082397461,Decrease,-1.964826009395293,15934000.0,0.008955770786234218,0.0,0.876,0.124,0.7767,0.0
2016-01-06,43.80799865722656,Decrease,-1.5476570715231341,18895500.0,-1.964826009395293,0.0,0.876,0.124,0.7767,0.0
2016-01-07,43.130001068115234,Decrease,-2.156272390782066,17771500.0,-1.5476570715231341,0.0,0.876,0.124,0.7767,0.0
2016-01-08,42.20000076293945,Decrease,-1.4928934993492016,18140500.0,-2.156272390782066,0.0,0.876,0.124,0.7767,0.0
2016-01-11,41.56999969482422,Increase,1.0199658154670166,20457000.0,-1.4928934993492016,0.383,0.4,0.217,-0.4404,1.0
2016-01-12,41.99399948120117,Decrease,-4.600655404131815,15459500.0,1.0199658154670166,0.0,1.0,0.0,0.0,2.0
2016-01-13,40.0620002746582,Increase,2.9304572371030124,20632000.0,-4.600655404131815,0.0,1.0,0.0,0.0,0.0
2016-01-14,41.236000061035156,Decrease,-0.57716306637422,32453500.0,2.9304572371030124,0.0,1.0,0.0,0.0,0.0
2016-01-15,40.99800109863281,Decrease,-0.13171582283310057,27893000.0,-0.57716306637422,0.0,1.0,0.0,0.0,0.0
2016-01-19,40.944000244140625,Decrease,-2.940598276901707,20193500.0,-0.13171582283310057,0.0,0.586,0.414,0.9246,1.0
2016-01-20,39.7400016784668,Increase,0.6391489481793355,29193000.0,-2.940598276901707,0.0,1.0,0.0,0.0,1.0
2016-01-21,39.99399948120117,Increase,1.2901906461607382,15831000.0,0.6391489481793355,0.0,1.0,0.0,0.0,0.0
2016-01-22,40.5099983215332,Decrease,-3.0461550138222715,15620500.0,1.2901906461607382,0.0,1.0,0.0,0.0,0.0
2016-01-25,39.2760009765625,Decrease,-1.4359893115440947,13493500.0,-3.0461550138222715,0.0,1.0,0.0,0.0,0.0
2016-01-26,38.71200180053711,Decrease,-2.8363384386801194,24821000.0,-1.4359893115440947,0.0,1.0,0.0,0.0,0.0
2016-01-27,37.61399841308594,Increase,0.8666991741820063,18086000.0,-2.8363384386801194,0.0,1.0,0.0,0.0,0.0
2016-01-28,37.939998626708984,Increase,0.7907302651998904,22964000.0,0.8666991741820063,0.0,1.0,0.0,0.0,0.0
2016-01-29,38.2400016784668,Increase,3.0020888060287465,14261500.0,0.7907302651998904,0.0,1.0,0.0,0.0,0.0
2016-02-01,39.38800048828125,Decrease,-7.190008879136823,26488000.0,3.0020888060287465,0.0,1.0,0.0,0.0,0.0
2016-02-02,36.555999755859375,Decrease,-5.088085739067861,28868000.0,-7.190008879136823,0.0,1.0,0.0,0.0,0.0
2016-02-03,34.69599914550781,Increase,1.066413291717927,39657000.0,-5.088085739067861,0.242,0.583,0.175,-0.128,1.0
2016-02-04,35.066001892089844,Decrease,-7.260598006471042,21927000.0,1.066413291717927,0.242,0.583,0.175,-0.128,0.0
2016-02-05,32.52000045776367,Decrease,-8.985242447351139,47188000.0,-7.260598006471042,0.167,0.833,0.0,-0.296,1.0
2016-02-08,29.597999572753906,Increase,0.17568770365221642,46565000.0,-8.985242447351139,0.167,0.833,0.0,-0.296,0.0
2016-02-09,29.649999618530273,Decrease,-3.089377328822851,43258000.0,0.17568770365221642,0.167,0.833,0.0,-0.296,0.0
2016-02-10,28.733999252319336,Increase,4.733071085612228,52032500.0,-3.089377328822851,0.0,0.837,0.163,0.6682,2.0
2016-02-11,30.0939998626709,Increase,0.37881411894329364,71262000.0,4.733071085612228,0.044,0.802,0.154,0.6705,6.0
2016-02-12,30.20800018310547,Increase,2.7343756905993555,36179000.0,0.37881411894329364,0.044,0.802,0.154,0.6705,0.0
2016-02-16,31.034000396728516,Increase,8.70657868713398,27969000.0,2.7343756905993555,0.0,0.776,0.224,0.8503,3.0
2016-02-17,33.736000061035156,Decrease,-1.1323214630996836,29126000.0,8.70657868713398,0.0,0.0,1.0,0.4019,1.0
2016-02-18,33.354000091552734,Decrease,-0.11392396521733295,19438000.0,-1.1323214630996836,0.087,0.583,0.331,0.8417,4.0
2016-02-19,33.316001892089844,Increase,6.6994786794433825,14797000.0,-0.11392396521733295,0.0,0.679,0.321,0.7579,3.0
2016-02-22,35.54800033569336,Decrease,-0.2981855291969482,25300500.0,6.6994786794433825,0.0,0.679,0.321,0.7579,0.0
2016-02-23,35.44200134277344,Increase,1.0100950305395262,29922000.0,-0.2981855291969482,0.0,1.0,0.0,0.0,1.0
2016-02-24,35.79999923706055,Increase,4.709499608673862,26978000.0,1.0100950305395262,0.0,0.83,0.17,0.5423,2.0
2016-02-25,37.486000061035156,Increase,1.5525815810549348,28753500.0,4.709499608673862,0.0,0.83,0.17,0.5423,0.0
2016-02-26,38.06800079345703,Increase,0.8353493402040835,30325500.0,1.5525815810549348,0.0,0.83,0.17,0.5423,0.0
2016-02-29,38.38600158691406,Decrease,-2.9073127781322206,22495000.0,0.8353493402040835,0.301,0.699,0.0,-0.7096,1.0
2016-03-01,37.27000045776367,Increase,1.067879809299943,33561000.0,-2.9073127781322206,0.0,0.884,0.116,0.6124,3.0
2016-03-02,37.667999267578125,Increase,3.9290633190337987,24312000.0,1.067879809299943,0.093,0.907,0.0,-0.1877,4.0
2016-03-03,39.14799880981445,Increase,2.7076770346311285,24145000.0,3.9290633190337987,0.093,0.907,0.0,-0.1877,0.0
2016-03-04,40.20800018310547,Increase,2.114003358163141,32445500.0,2.7076770346311285,0.0,1.0,0.0,0.0,1.0
2016-03-07,41.05799865722656,Decrease,-1.310337125670391,26647000.0,2.114003358163141,0.0,1.0,0.0,0.0,0.0
2016-03-08,40.52000045776367,Increase,3.020728059253952,20893500.0,-1.310337125670391,0.0,1.0,0.0,0.0,0.0
2016-03-09,41.74399948120117,Decrease,-1.6960525869695542,16043000.0,3.020728059253952,0.047,0.83,0.123,0.5562,3.0
2016-03-10,41.0359992980957,Increase,1.1307162243904045,25962500.0,-1.6960525869695542,0.047,0.83,0.123,0.5562,0.0
2016-03-11,41.5,Increase,3.6867440464984913,16715500.0,1.1307162243904045,0.047,0.83,0.123,0.5562,0.0
2016-03-14,43.029998779296875,Increase,1.4826876746002027,20328500.0,3.6867440464984913,0.047,0.83,0.123,0.5562,0.0
2016-03-15,43.667999267578125,Increase,1.6442299427009255,15902500.0,1.4826876746002027,0.047,0.83,0.123,0.5562,0.0
2016-03-16,44.38600158691406,Increase,2.005135308044581,17583500.0,1.6442299427009255,0.047,0.83,0.123,0.5562,0.0
2016-03-17,45.2760009765625,Increase,2.809433986427634,18914500.0,2.005135308044581,0.047,0.83,0.123,0.5562,0.0
2016-03-18,46.54800033569336,Increase,2.3975275438301358,23559000.0,2.809433986427634,0.0,0.927,0.073,0.1655,2.0
2016-03-21,47.66400146484375,Decrease,-1.71198780423778,26539000.0,2.3975275438301358,0.0,0.927,0.073,0.1655,0.0
2016-03-22,46.847999572753906,Decrease,-4.977802155245348,21580000.0,-1.71198780423778,0.0,0.927,0.073,0.1655,0.0
2016-03-23,44.51599884033203,Increase,2.322761307540744,24744000.0,-4.977802155245348,0.0,0.927,0.073,0.1655,0.0
2016-03-24,45.54999923706055,Increase,1.1020832267297775,24804500.0,2.322761307540744,0.0,0.927,0.073,0.1655,0.0
2016-03-28,46.051998138427734,Decrease,-0.056451756527675645,19628500.0,1.1020832267297775,0.0,0.927,0.073,0.1655,0.0
2016-03-29,46.0260009765625,Decrease,-1.4079055550398456,20071500.0,-0.056451756527675645,0.0,0.676,0.324,0.5859,1.0
2016-03-30,45.37799835205078,Increase,1.2693380813193489,20165000.0,-1.4079055550398456,0.0,0.843,0.157,0.9041,5.0
2016-03-31,45.95399856567383,Increase,3.403410017710451,40064500.0,1.2693380813193489,0.066,0.735,0.2,0.9529,11.0
2016-04-01,47.518001556396484,Increase,3.956389561515339,79987500.0,3.403410017710451,0.0,0.835,0.165,0.981,14.0
2016-04-04,49.39799880981445,Increase,3.433343457363125,67376500.0,3.956389561515339,0.0,0.634,0.366,0.9773,8.0
2016-04-05,51.09400177001953,Increase,3.8947778502978814,49743500.0,3.433343457363125,0.0,1.0,0.0,0.0,3.0
2016-04-06,53.08399963378906,Decrease,-3.0969802924074252,58527500.0,3.8947778502978814,0.091,0.881,0.029,-0.4648,6.0
2016-04-07,51.439998626708984,Decrease,-2.7721592648016213,44281000.0,-3.0969802924074252,0.099,0.901,0.0,-0.5106,2.0
2016-04-08,50.013999938964844,Decrease,-0.05998076405303587,36819500.0,-2.7721592648016213,0.0,0.767,0.233,0.9611,7.0
2016-04-11,49.98400115966797,Decrease,-0.8402728351036393,45808500.0,-0.05998076405303587,0.0,0.729,0.271,0.836,3.0
2016-04-12,49.56399917602539,Increase,2.707608498638292,28816000.0,-0.8402728351036393,0.0,0.729,0.271,0.836,0.0
2016-04-13,50.90599822998047,Decrease,-1.0489855824431293,24628000.0,2.707608498638292,0.0,0.729,0.271,0.836,0.0
2016-04-14,50.37200164794922,Increase,1.0521693837005852,20661000.0,-1.0489855824431293,0.0,0.594,0.406,0.6249,1.0
2016-04-15,50.902000427246094,Decrease,-0.24753339677422437,18762000.0,1.0521693837005852,0.0,0.594,0.406,0.6249,0.0
2016-04-18,50.7760009765625,Decrease,-2.5642073579720925,21357000.0,-0.24753339677422437,0.0,0.87,0.13,0.4019,1.0
2016-04-19,49.4739990234375,Increase,1.0510580669198077,31787500.0,-2.5642073579720925,0.0,0.87,0.13,0.4019,0.0
2016-04-20,49.99399948120117,Decrease,-0.6720777266131517,25970500.0,1.0510580669198077,0.04,0.833,0.127,0.6815,5.0
2016-04-21,49.65800094604492,Increase,2.1990394964581217,13915500.0,-0.6720777266131517,0.04,0.833,0.127,0.6815,0.0
2016-04-22,50.75,Decrease,-0.7605942599291926,18931500.0,2.1990394964581217,0.04,0.833,0.127,0.6815,0.0
2016-04-25,50.36399841308594,Increase,0.7624547248955116,18351500.0,-0.7605942599291926,0.04,0.833,0.127,0.6815,0.0
2016-04-26,50.74800109863281,Decrease,-0.8946212078160598,16119000.0,0.7624547248955116,0.04,0.833,0.127,0.6815,0.0
2016-04-27,50.29399871826172,Decrease,-1.4952060296095304,16029000.0,-0.8946212078160598,0.165,0.746,0.089,-0.7326,5.0
2016-04-28,49.54199981689453,Decrease,-2.8056989923414988,12595000.0,-1.4952060296095304,0.165,0.746,0.089,-0.7326,0.0
2016-04-29,48.152000427246094,Increase,0.4319658191973552,27069000.0,-2.8056989923414988,0.084,0.916,0.0,-0.3612,3.0
2016-05-02,48.36000061035156,Decrease,-3.920595294701923,19219500.0,0.4319658191973552,0.0,0.719,0.281,0.8779,2.0
2016-05-03,46.4640007019043,Decrease,-4.201101142430552,21511000.0,-3.920595294701923,0.0,0.719,0.281,0.8779,0.0
2016-05-04,44.512001037597656,Decrease,-4.955969694274032,43502500.0,-4.201101142430552,0.0,0.719,0.281,0.8779,0.0
2016-05-05,42.305999755859375,Increase,1.6073377513826648,56274000.0,-4.955969694274032,0.0,0.697,0.303,0.8047,2.0
2016-05-06,42.986000061035156,Decrease,-2.7962584622899134,28426000.0,1.6073377513826648,0.0,0.862,0.138,0.7639,6.0
2016-05-09,41.784000396728516,Decrease,-0.11009341826871966,23882000.0,-2.7962584622899134,0.0,0.862,0.138,0.7639,0.0
2016-05-10,41.737998962402344,Increase,0.1293805544938298,20353000.0,-0.11009341826871966,0.0,1.0,0.0,0.0,1.0
2016-05-11,41.79199981689453,Decrease,-0.8039781217179742,25809500.0,0.1293805544938298,0.0,1.0,0.0,0.0,0.0
2016-05-12,41.45600128173828,Increase,0.1592002975493223,18252500.0,-0.8039781217179742,0.076,0.672,0.252,0.6419,5.0
2016-05-13,41.52199935913086,Increase,0.32754103610899143,14114000.0,0.1592002975493223,0.076,0.672,0.252,0.6419,0.0
2016-05-16,41.65800094604492,Decrease,-1.7427666306942147,14747000.0,0.32754103610899143,0.083,0.753,0.164,0.765,7.0
2016-05-17,40.93199920654297,Increase,3.1808902041532194,14218000.0,-1.7427666306942147,0.0,0.798,0.202,0.4201,1.0
2016-05-18,42.23400115966797,Increase,1.9131473103196628,28087500.0,3.1808902041532194,0.118,0.712,0.169,0.7519,5.0
2016-05-19,43.04199981689453,Increase,2.3558383515601244,34331500.0,1.9131473103196628,0.0,0.494,0.506,0.6249,1.0
2016-05-20,44.055999755859375,Decrease,-1.843109404299037,45035500.0,2.3558383515601244,0.0,0.494,0.506,0.6249,0.0
2016-05-23,43.24399948120117,Increase,0.7816142245761437,25512500.0,-1.843109404299037,0.0,0.494,0.506,0.6249,0.0
2016-05-24,43.582000732421875,Increase,0.7663705845899704,15069000.0,0.7816142245761437,0.0,0.494,0.506,0.6249,0.0
2016-05-25,43.91600036621094,Increase,2.5229936356854665,15634000.0,0.7663705845899704,0.0,0.606,0.394,0.8313,1.0
2016-05-26,45.02399826049805,Decrease,-0.9239440466988658,20362000.0,2.5229936356854665,0.0,0.835,0.165,0.4131,1.0
2016-05-27,44.608001708984375,Increase,0.08518247401170242,18251500.0,-0.9239440466988658,0.084,0.834,0.082,-0.0387,4.0
2016-05-31,44.645999908447266,Decrease,-1.6440468601288782,13945000.0,0.08518247401170242,0.084,0.834,0.082,-0.0387,0.0
2016-06-01,43.9119987487793,Decrease,-0.2732713957551369,14913500.0,-1.6440468601288782,0.0,0.674,0.326,0.4404,1.0
2016-06-02,43.79199981689453,Increase,0.013702317372854544,10164000.0,-0.2732713957551369,0.0,0.821,0.179,0.6124,3.0
2016-06-03,43.79800033569336,Increase,0.7717275871730767,11145000.0,0.013702317372854544,0.065,0.633,0.302,0.9196,3.0
2016-06-06,44.13600158691406,Increase,5.283661486943636,11247500.0,0.7717275871730767,0.0,1.0,0.0,0.0,1.0
2016-06-07,46.46799850463867,Increase,1.368687284541803,31068000.0,5.283661486943636,0.0,1.0,0.0,0.0,1.0
2016-06-08,47.104000091552734,Decrease,-2.6154858211807186,29860000.0,1.368687284541803,0.0,0.822,0.178,0.6369,3.0
2016-06-09,45.87200164794922,Decrease,-4.608480449594055,22460500.0,-2.6154858211807186,0.306,0.694,0.0,-0.296,2.0
2016-06-10,43.757999420166016,Decrease,-0.4204902197273652,30133000.0,-4.608480449594055,0.104,0.735,0.161,0.5754,5.0
2016-06-13,43.57400131225586,Decrease,-1.3356605197929805,20965000.0,-0.4204902197273652,0.104,0.735,0.161,0.5754,0.0
2016-06-14,42.992000579833984,Increase,1.2746565135431487,17901000.0,-1.3356605197929805,0.104,0.735,0.161,0.5754,0.0
2016-06-15,43.540000915527344,Increase,0.1056445077209478,14542500.0,1.2746565135431487,0.017,0.894,0.088,0.653,6.0
2016-06-16,43.58599853515625,Decrease,-1.1287954427380509,12201500.0,0.1056445077209478,0.017,0.894,0.088,0.653,0.0
2016-06-17,43.09400177001953,Increase,1.9631429478383033,15563000.0,-1.1287954427380509,0.089,0.799,0.112,0.1531,4.0
2016-06-20,43.939998626708984,Decrease,-0.04095981397750359,17777500.0,1.9631429478383033,0.0,0.57,0.43,0.8519,2.0
2016-06-21,43.922000885009766,Decrease,-10.450343928102834,22645000.0,-0.04095981397750359,0.0,0.57,0.43,0.8519,0.0
2016-06-22,39.332000732421875,Decrease,-0.13221283473162648,118712000.0,-10.450343928102834,0.205,0.795,0.0,-0.5994,1.0
2016-06-23,39.279998779296875,Decrease,-1.6547803752077317,50653500.0,-0.13221283473162648,0.205,0.795,0.0,-0.5994,0.0
2016-06-24,38.630001068115234,Increase,2.7957493825927937,35132500.0,-1.6547803752077317,0.205,0.795,0.0,-0.5994,0.0
2016-06-27,39.709999084472656,Increase,1.631837419923543,36027000.0,2.7957493825927937,0.0,0.895,0.105,0.3802,4.0
2016-06-28,40.358001708984375,Increase,4.162734573908589,31062000.0,1.631837419923543,0.0,0.268,0.732,0.8016,1.0
2016-06-29,42.03799819946289,Increase,0.9943458303890651,29974500.0,4.162734573908589,0.054,0.725,0.221,0.8225,4.0
2016-06-30,42.45600128173828,Increase,1.987935579993727,24215500.0,0.9943458303890651,0.278,0.63,0.093,-0.6124,2.0
2016-07-01,43.29999923706055,Decrease,-1.1639672323666028,27000000.0,1.987935579993727,0.278,0.63,0.093,-0.6124,0.0
2016-07-05,42.79600143432617,Increase,0.21497114419966046,25876500.0,-1.1639672323666028,0.171,0.685,0.145,-0.5255,5.0
2016-07-06,42.88800048828125,Increase,0.6994945757438975,24599500.0,0.21497114419966046,0.057,0.858,0.085,0.34,7.0
2016-07-07,43.1879997253418,Increase,0.38899525017721537,18060000.0,0.6994945757438975,0.057,0.858,0.085,0.34,0.0
2016-07-08,43.35599899291992,Increase,3.69038270593105,20374000.0,0.38899525017721537,0.218,0.67,0.111,-0.5574,4.0
2016-07-11,44.95600128173828,Decrease,-0.05783649751132103,27149000.0,3.69038270593105,0.218,0.67,0.111,-0.5574,0.0
2016-07-12,44.93000030517578,Decrease,-0.9436897028645475,22856500.0,-0.05783649751132103,0.0,0.811,0.189,0.68,3.0
2016-07-13,44.50600051879883,Decrease,-0.4493793210085806,17835500.0,-0.9436897028645475,0.0,0.851,0.149,0.4215,1.0
2016-07-14,44.305999755859375,Decrease,-0.5100842460389332,13379000.0,-0.4493793210085806,0.17,0.694,0.136,-0.128,4.0
2016-07-15,44.08000183105469,Increase,2.6542607085851877,11171000.0,-0.5100842460389332,0.053,0.831,0.116,0.5854,11.0
2016-07-18,45.25,Decrease,-0.43757317474534263,17060500.0,2.6542607085851877,0.048,0.726,0.226,0.9769,8.0
2016-07-19,45.051998138427734,Increase,1.3761936699832944,15575500.0,-0.43757317474534263,0.0,1.0,0.0,0.0,3.0
2016-07-20,45.672000885009766,Decrease,-3.4419390007601525,12842500.0,1.3761936699832944,0.071,0.929,0.0,-0.383,9.0
2016-07-21,44.099998474121094,Increase,0.8027213238124498,22143500.0,-3.4419390007601525,0.087,0.73,0.183,0.8687,6.0
2016-07-22,44.45399856567383,Increase,3.482252183471024,12898500.0,0.8027213238124498,0.0,0.876,0.124,0.4019,1.0
2016-07-25,46.00199890136719,Decrease,-0.21737854117056532,22453500.0,3.482252183471024,0.0,0.73,0.27,0.4019,1.0
2016-07-26,45.902000427246094,Decrease,-0.4444219506231861,17150000.0,-0.21737854117056532,0.0,0.924,0.076,0.4215,3.0
2016-07-27,45.698001861572266,Increase,0.9278300343663393,14445000.0,-0.4444219506231861,0.0,0.624,0.376,0.8424,2.0
2016-07-28,46.12200164794922,Increase,1.8125807755210888,12095500.0,0.9278300343663393,0.0,0.775,0.225,0.4404,1.0
2016-07-29,46.95800018310547,Decrease,-2.035864555582656,15354000.0,1.8125807755210888,0.057,0.724,0.219,0.7351,3.0
2016-08-01,46.00199890136719,Decrease,-1.2216866398853332,20081500.0,-2.035864555582656,0.0,0.809,0.191,0.2235,1.0
2016-08-02,45.439998626708984,Decrease,-0.6205935061325163,19672000.0,-1.2216866398853332,0.0,0.809,0.191,0.2235,0.0
2016-08-03,45.15800094604492,Increase,2.134728468286484,19439000.0,-0.6205935061325163,0.0,0.809,0.191,0.2235,0.0
2016-08-04,46.12200164794922,Decrease,-0.25150931227102546,20735000.0,2.134728468286484,0.0,0.809,0.191,0.2235,0.0
2016-08-05,46.00600051879883,Decrease,-1.6823937453094628,16026000.0,-0.25150931227102546,0.0,0.809,0.191,0.2235,0.0
2016-08-08,45.231998443603516,Increase,1.2911289984555596,11318000.0,-1.6823937453094628,0.0,0.809,0.191,0.2235,0.0
2016-08-09,45.816001892089844,Decrease,-1.4972952585219912,11039000.0,1.2911289984555596,0.0,0.744,0.256,0.9217,4.0
2016-08-10,45.130001068115234,Decrease,-0.32794731001298816,11691500.0,-1.4972952585219912,0.0,1.0,0.0,0.0,1.0
2016-08-11,44.981998443603516,Increase,0.31124273974005856,9404500.0,-0.32794731001298816,0.0,0.739,0.261,0.7177,1.0
2016-08-12,45.12200164794922,Decrease,-0.008868439531695138,9067500.0,0.31124273974005856,0.0,0.739,0.261,0.7177,0.0
2016-08-15,45.11800003051758,Decrease,-0.8776982760304364,10171500.0,-0.008868439531695138,0.0,1.0,0.0,0.0,1.0
2016-08-16,44.72200012207031,Decrease,-0.16546959450353116,11335500.0,-0.8776982760304364,0.0,1.0,0.0,0.0,0.0
2016-08-17,44.64799880981445,Increase,0.12094798407922269,8935500.0,-0.16546959450353116,0.0,1.0,0.0,0.0,0.0
2016-08-18,44.70199966430664,Increase,0.6666375954794468,8572500.0,0.12094798407922269,0.0,1.0,0.0,0.0,0.0
2016-08-19,45.0,Decrease,-0.9200032552083348,8297500.0,0.6666375954794468,0.0,1.0,0.0,0.0,0.0
2016-08-22,44.58599853515625,Increase,0.8567711434817715,10327500.0,-0.9200032552083348,0.3,0.7,0.0,-0.4588,1.0
2016-08-23,44.96799850463867,Decrease,-0.9873693713426501,23922000.0,0.8567711434817715,0.0,1.0,0.0,0.0,2.0
2016-08-24,44.52399826049805,Decrease,-0.7456583655901294,12853500.0,-0.9873693713426501,0.0,1.0,0.0,0.0,0.0
2016-08-25,44.19200134277344,Decrease,-0.43899402209885974,8812500.0,-0.7456583655901294,0.0,1.0,0.0,0.0,0.0
2016-08-26,43.99800109863281,Decrease,-2.1773720605121727,11195000.0,-0.43899402209885974,0.0,1.0,0.0,0.0,0.0
2016-08-29,43.040000915527344,Decrease,-1.7936787702352186,16331500.0,-2.1773720605121727,0.0,1.0,0.0,0.0,0.0
2016-08-30,42.268001556396484,Increase,0.3170220164556925,15844500.0,-1.7936787702352186,0.0,0.749,0.251,0.6908,1.0
2016-08-31,42.402000427246094,Decrease,-5.301639252822432,16382500.0,0.3170220164556925,0.0,0.889,0.111,0.7906,5.0
2016-09-01,40.15399932861328,Decrease,-1.489265285532293,39715500.0,-5.301639252822432,0.159,0.807,0.034,-0.7794,3.0
2016-09-02,39.555999755859375,Increase,2.5533475135610884,29887000.0,-1.489265285532293,0.159,0.807,0.034,-0.7794,0.0
2016-09-06,40.566001892089844,Decrease,-0.5521935307567172,21953000.0,2.5533475135610884,0.159,0.807,0.034,-0.7794,0.0
2016-09-07,40.34199905395508,Decrease,-2.1565588029517135,18204500.0,-0.5521935307567172,0.159,0.807,0.034,-0.7794,0.0
2016-09-08,39.47200012207031,Decrease,-1.464326898061219,16889500.0,-2.1565588029517135,0.159,0.807,0.034,-0.7794,0.0
2016-09-09,38.89400100708008,Increase,1.9694524103925248,18785000.0,-1.464326898061219,0.093,0.781,0.126,0.4096,10.0
2016-09-12,39.65999984741211,Decrease,-1.1346464061290584,18576000.0,1.9694524103925248,0.093,0.781,0.126,0.4096,0.0
2016-09-13,39.209999084472656,Increase,0.18363277880613094,17947000.0,-1.1346464061290584,0.168,0.726,0.106,-0.5106,4.0
2016-09-14,39.28200149536133,Increase,2.0416427572369056,11272500.0,0.18363277880613094,0.168,0.726,0.106,-0.5106,0.0
2016-09-15,40.08399963378906,Increase,2.484787462242255,15386000.0,2.0416427572369056,0.168,0.726,0.106,-0.5106,0.0
2016-09-16,41.08000183105469,Increase,0.45764293320862404,15539000.0,2.484787462242255,0.141,0.729,0.13,0.2168,6.0
2016-09-19,41.268001556396484,Decrease,-0.82388325037559,11497500.0,0.45764293320862404,0.0,0.336,0.664,0.7845,1.0
2016-09-20,40.928001403808594,Increase,0.2834179790717428,12052500.0,-0.82388325037559,0.0,0.336,0.664,0.7845,0.0
2016-09-21,41.04399871826172,Increase,0.5896125801366114,13167500.0,0.2834179790717428,0.076,0.852,0.072,-0.3816,11.0
2016-09-22,41.2859992980957,Increase,0.4941200015485814,11914500.0,0.5896125801366114,0.047,0.87,0.083,0.3802,4.0
2016-09-23,41.4900016784668,Increase,0.7423442872175556,14526000.0,0.4941200015485814,0.0,0.633,0.367,0.4404,1.0
2016-09-26,41.79800033569336,Decrease,-1.5216076888992958,11972000.0,0.7423442872175556,0.055,0.843,0.102,0.6124,9.0
